rally,ball_round,roundscore_A,roundscore_B,player,type,backhand,landing_area,player_location_area,opponent_location_area,getpoint_player,flaw,set,match_id,rally_id
23,1,13,10,NG Ka Long Angus,發短球,1,1,8,8,,,2,20,1682
23,2,13,10,Viktor AXELSEN,網前球,0,7,7,8,,,2,20,1682
23,3,13,10,NG Ka Long Angus,網前球,0,7,7,8,,,2,20,1682
23,4,13,10,Viktor AXELSEN,挑球,1,3,7,8,,,2,20,1682
23,5,13,10,NG Ka Long Angus,切球,0,6,8,8,,,2,20,1682
23,6,13,10,Viktor AXELSEN,網前球,1,2,8,8,,,2,20,1682
23,7,13,10,NG Ka Long Angus,挑球,0,4,7,8,,,2,20,1682
23,8,13,10,Viktor AXELSEN,殺球,0,6,4,8,,,2,20,1682
23,9,13,10,NG Ka Long Angus,網前球,0,7,8,4,A,,2,20,1682
26,1,14,12,Viktor AXELSEN,發短球,1,7,8,8,,,2,20,1685
26,2,14,12,NG Ka Long Angus,網前球,0,7,7,8,,,2,20,1685
26,3,14,12,Viktor AXELSEN,挑球,1,3,7,8,,,2,20,1685
26,4,14,12,NG Ka Long Angus,殺球,0,6,5,8,,,2,20,1685
26,5,14,12,Viktor AXELSEN,接殺防守,1,2,8,5,,,2,20,1685
26,6,14,12,NG Ka Long Angus,網前球,0,2,2,8,,,2,20,1685
26,7,14,12,Viktor AXELSEN,挑球,1,9,2,8,,,2,20,1685
26,8,14,12,NG Ka Long Angus,殺球,0,5,8,8,,,2,20,1685
26,9,14,12,Viktor AXELSEN,網前球,0,2,8,8,,,2,20,1685
26,10,14,12,NG Ka Long Angus,網前球,0,2,8,8,,,2,20,1685
26,11,14,12,Viktor AXELSEN,推撲球,1,4,2,8,,,2,20,1685
26,12,14,12,NG Ka Long Angus,切球,0,2,9,8,,,2,20,1685
26,13,14,12,Viktor AXELSEN,網前球,1,2,8,8,,,2,20,1685
26,14,14,12,NG Ka Long Angus,推撲球,0,4,6,8,,,2,20,1685
26,15,14,12,Viktor AXELSEN,殺球,0,10,8,8,B,,2,20,1685
27,1,14,13,Viktor AXELSEN,挑球,0,4,8,8,,,2,20,1686
27,2,14,13,NG Ka Long Angus,切球,0,1,6,8,,,2,20,1686
27,3,14,13,Viktor AXELSEN,網前球,0,1,8,8,,,2,20,1686
27,4,14,13,NG Ka Long Angus,網前球,1,1,1,8,,,2,20,1686
27,5,14,13,Viktor AXELSEN,挑球,0,4,1,8,,,2,20,1686
27,6,14,13,NG Ka Long Angus,平球,0,6,4,8,,,2,20,1686
27,7,14,13,Viktor AXELSEN,接殺防守,1,1,8,8,,,2,20,1686
27,8,14,13,NG Ka Long Angus,推撲球,1,5,7,8,,,2,20,1686
27,9,14,13,Viktor AXELSEN,平球,0,5,5,8,,,2,20,1686
27,10,14,13,NG Ka Long Angus,平球,1,8,8,8,,,2,20,1686
27,11,14,13,Viktor AXELSEN,接殺防守,1,8,8,8,,,2,20,1686
27,12,14,13,NG Ka Long Angus,網前球,1,2,8,8,,,2,20,1686
27,13,14,13,Viktor AXELSEN,挑球,1,3,7,8,,,2,20,1686
27,14,14,13,NG Ka Long Angus,長球,0,5,9,8,,,2,20,1686
27,15,14,13,Viktor AXELSEN,殺球,0,5,3,8,,,2,20,1686
27,16,14,13,NG Ka Long Angus,接殺防守,1,1,8,5,,,2,20,1686
27,17,14,13,Viktor AXELSEN,挑球,0,4,5,8,,,2,20,1686
27,18,14,13,NG Ka Long Angus,切球,0,1,9,8,,,2,20,1686
27,19,14,13,Viktor AXELSEN,網前球,0,1,5,8,,,2,20,1686
27,20,14,13,NG Ka Long Angus,挑球,1,3,1,8,,,2,20,1686
27,21,14,13,Viktor AXELSEN,切球,0,1,3,8,,,2,20,1686
27,22,14,13,NG Ka Long Angus,網前球,1,7,8,8,,,2,20,1686
27,23,14,13,Viktor AXELSEN,挑球,1,8,7,8,,,2,20,1686
27,24,14,13,NG Ka Long Angus,殺球,0,5,8,8,,,2,20,1686
27,25,14,13,Viktor AXELSEN,接殺防守,0,1,8,8,B,,2,20,1686
28,1,15,13,Viktor AXELSEN,網前球,0,7,7,8,,,2,20,1687
28,2,15,13,NG Ka Long Angus,網前球,1,2,7,8,,,2,20,1687
28,3,15,13,Viktor AXELSEN,網前球,1,2,7,7,,,2,20,1687
28,4,15,13,NG Ka Long Angus,網前球,0,2,2,8,,,2,20,1687
28,5,15,13,Viktor AXELSEN,網前球,1,2,2,8,,,2,20,1687
28,6,15,13,NG Ka Long Angus,挑球,0,2,2,7,A,,2,20,1687
30,1,16,14,NG Ka Long Angus,發長球,1,5,8,8,,,2,20,1689
30,2,16,14,Viktor AXELSEN,殺球,0,5,8,8,A,,2,20,1689
32,1,17,15,NG Ka Long Angus,發短球,1,7,8,8,,,2,20,1691
32,2,17,15,Viktor AXELSEN,推撲球,0,6,7,8,,,2,20,1691
32,3,17,15,NG Ka Long Angus,平球,0,8,6,8,,,2,20,1691
32,4,17,15,Viktor AXELSEN,接殺防守,1,5,8,6,,,2,20,1691
32,5,17,15,NG Ka Long Angus,網前球,1,7,8,8,,,2,20,1691
32,6,17,15,Viktor AXELSEN,推撲球,1,5,7,8,,,2,20,1691
32,7,17,15,NG Ka Long Angus,殺球,0,5,8,8,,,2,20,1691
32,8,17,15,Viktor AXELSEN,接殺防守,0,1,8,8,,,2,20,1691
32,9,17,15,NG Ka Long Angus,網前球,1,1,1,5,,,2,20,1691
32,10,17,15,Viktor AXELSEN,挑球,0,9,1,7,,,2,20,1691
32,11,17,15,NG Ka Long Angus,殺球,0,8,9,8,,,2,20,1691
32,12,17,15,Viktor AXELSEN,接殺防守,1,2,8,8,,,2,20,1691
32,13,17,15,NG Ka Long Angus,推撲球,0,8,8,8,,,2,20,1691
32,14,17,15,Viktor AXELSEN,平球,0,5,8,8,,,2,20,1691
32,15,17,15,NG Ka Long Angus,接殺防守,1,7,8,8,,,2,20,1691
32,16,17,15,Viktor AXELSEN,挑球,0,5,8,8,,,2,20,1691
32,17,17,15,NG Ka Long Angus,切球,0,7,8,8,A,,2,20,1691
34,1,18,16,NG Ka Long Angus,發短球,1,7,8,8,,,2,20,1693
34,2,18,16,Viktor AXELSEN,挑球,0,4,8,8,,,2,20,1693
34,3,18,16,NG Ka Long Angus,切球,0,6,4,8,,,2,20,1693
34,4,18,16,Viktor AXELSEN,網前球,1,7,8,8,,,2,20,1693
34,5,18,16,NG Ka Long Angus,挑球,0,3,8,8,,,2,20,1693
34,6,18,16,Viktor AXELSEN,切球,0,2,3,8,,,2,20,1693
34,7,18,16,NG Ka Long Angus,網前球,0,2,8,8,,,2,20,1693
34,8,18,16,Viktor AXELSEN,網前球,1,2,2,8,,,2,20,1693
34,9,18,16,NG Ka Long Angus,挑球,0,3,2,8,,,2,20,1693
34,10,18,16,Viktor AXELSEN,殺球,0,5,9,8,,,2,20,1693
34,11,18,16,NG Ka Long Angus,接殺防守,1,1,8,9,A,,2,20,1693
35,1,19,16,NG Ka Long Angus,推撲球,0,8,7,8,,,2,20,1694
35,2,19,16,Viktor AXELSEN,接殺防守,1,8,8,7,,,2,20,1694
35,3,19,16,NG Ka Long Angus,長球,0,9,8,8,,,2,20,1694
35,4,19,16,Viktor AXELSEN,殺球,0,6,9,8,A,,2,20,1694
37,1,20,17,NG Ka Long Angus,發短球,1,7,8,8,,,2,20,1696
37,2,20,17,Viktor AXELSEN,網前球,0,7,7,8,,,2,20,1696
37,3,20,17,NG Ka Long Angus,網前球,0,7,7,8,,,2,20,1696
37,4,20,17,Viktor AXELSEN,挑球,1,8,7,7,,,2,20,1696
37,5,20,17,NG Ka Long Angus,殺球,0,5,8,8,,,2,20,1696
37,6,20,17,Viktor AXELSEN,接殺防守,0,1,8,9,,,2,20,1696
37,7,20,17,NG Ka Long Angus,網前球,1,1,5,8,,,2,20,1696
37,8,20,17,Viktor AXELSEN,推撲球,0,5,7,8,,,2,20,1696
37,9,20,17,NG Ka Long Angus,平球,1,10,8,8,A,,2,20,1696
38,1,20,18,Viktor AXELSEN,發短球,1,7,8,8,,,2,20,1697
38,2,20,18,NG Ka Long Angus,網前球,0,7,7,8,,,2,20,1697
38,3,20,18,Viktor AXELSEN,網前球,1,7,7,7,B,,2,20,1697
1,1,0,1,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1699
1,2,0,1,An Se Young,殺球,0,6,9,8,,,1,21,1699
1,3,0,1,Ratchanok INTANON,平球,1,8,8,8,,,1,21,1699
1,4,0,1,An Se Young,網前球,1,7,7,8,,,1,21,1699
1,5,0,1,Ratchanok INTANON,挑球,1,3,7,8,,,1,21,1699
1,6,0,1,An Se Young,切球,0,7,9,8,,,1,21,1699
1,7,0,1,Ratchanok INTANON,推撲球,1,8,8,8,,,1,21,1699
1,8,0,1,An Se Young,殺球,0,5,8,8,,,1,21,1699
1,9,0,1,Ratchanok INTANON,網前球,0,5,8,8,,,1,21,1699
1,10,0,1,An Se Young,網前球,0,2,8,8,,,1,21,1699
1,11,0,1,Ratchanok INTANON,推撲球,1,3,7,8,,,1,21,1699
1,12,0,1,An Se Young,平球,0,6,3,8,,,1,21,1699
1,13,0,1,Ratchanok INTANON,切球,1,1,8,8,,,1,21,1699
1,14,0,1,An Se Young,挑球,0,10,1,8,B,,1,21,1699
2,1,1,1,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1700
2,2,1,1,An Se Young,切球,0,7,9,8,,,1,21,1700
2,3,1,1,Ratchanok INTANON,挑球,0,9,8,8,,,1,21,1700
2,4,1,1,An Se Young,殺球,0,6,9,8,,,1,21,1700
2,5,1,1,Ratchanok INTANON,接殺防守,1,5,8,8,,,1,21,1700
2,6,1,1,An Se Young,網前球,0,2,5,8,,,1,21,1700
2,7,1,1,Ratchanok INTANON,挑球,1,3,7,8,,,1,21,1700
2,8,1,1,An Se Young,切球,0,1,9,8,,,1,21,1700
2,9,1,1,Ratchanok INTANON,網前球,0,2,8,8,,,1,21,1700
2,10,1,1,An Se Young,挑球,1,3,2,8,,,1,21,1700
2,11,1,1,Ratchanok INTANON,切球,0,5,9,8,,,1,21,1700
2,12,1,1,An Se Young,網前球,0,2,8,8,,,1,21,1700
2,13,1,1,Ratchanok INTANON,推撲球,1,7,7,8,A,,1,21,1700
3,1,1,2,An Se Young,發短球,1,7,8,8,,,1,21,1701
3,2,1,2,Ratchanok INTANON,推撲球,0,3,7,8,,,1,21,1701
3,3,1,2,An Se Young,長球,0,6,8,8,,,1,21,1701
3,4,1,2,Ratchanok INTANON,切球,1,2,8,8,,,1,21,1701
3,5,1,2,An Se Young,挑球,1,9,8,8,,,1,21,1701
3,6,1,2,Ratchanok INTANON,殺球,0,6,9,8,B,,1,21,1701
5,1,1,4,Ratchanok INTANON,發長球,0,4,8,8,,,1,21,1703
5,2,1,4,An Se Young,長球,0,3,4,8,,,1,21,1703
5,3,1,4,Ratchanok INTANON,長球,0,4,5,8,,,1,21,1703
5,4,1,4,An Se Young,殺球,0,5,8,8,,,1,21,1703
5,5,1,4,Ratchanok INTANON,網前球,0,1,5,9,,,1,21,1703
5,6,1,4,An Se Young,網前球,0,2,7,8,,,1,21,1703
5,7,1,4,Ratchanok INTANON,挑球,1,3,7,8,,,1,21,1703
5,8,1,4,An Se Young,切球,0,2,3,8,,,1,21,1703
5,9,1,4,Ratchanok INTANON,推撲球,1,3,8,8,B,,1,21,1703
6,1,1,5,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1704
6,2,1,5,An Se Young,殺球,0,8,9,8,,,1,21,1704
6,3,1,5,Ratchanok INTANON,平球,1,8,8,8,,,1,21,1704
6,4,1,5,An Se Young,接殺防守,1,7,8,8,,,1,21,1704
6,5,1,5,Ratchanok INTANON,網前球,0,1,8,8,,,1,21,1704
6,6,1,5,An Se Young,挑球,0,6,5,8,,,1,21,1704
6,7,1,5,Ratchanok INTANON,長球,0,9,8,8,,,1,21,1704
6,8,1,5,An Se Young,長球,0,3,8,8,,,1,21,1704
6,9,1,5,Ratchanok INTANON,殺球,0,5,8,8,,,1,21,1704
6,10,1,5,An Se Young,挑球,0,10,8,8,B,,1,21,1704
7,1,1,6,Ratchanok INTANON,發長球,0,4,8,8,,,1,21,1705
7,2,1,6,An Se Young,殺球,0,2,9,8,,,1,21,1705
7,3,1,6,Ratchanok INTANON,接殺防守,1,1,8,8,,,1,21,1705
7,4,1,6,An Se Young,網前球,0,2,1,8,,,1,21,1705
7,5,1,6,Ratchanok INTANON,網前球,1,1,7,8,,,1,21,1705
7,6,1,6,An Se Young,挑球,0,5,1,7,,,1,21,1705
7,7,1,6,Ratchanok INTANON,殺球,0,5,8,8,B,,1,21,1705
8,1,2,6,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1706
8,2,2,6,An Se Young,切球,0,7,9,8,,,1,21,1706
8,3,2,6,Ratchanok INTANON,挑球,1,3,8,8,,,1,21,1706
8,4,2,6,An Se Young,殺球,0,8,9,8,,,1,21,1706
8,5,2,6,Ratchanok INTANON,網前球,0,5,8,9,,,1,21,1706
8,6,2,6,An Se Young,網前球,0,7,8,8,,,1,21,1706
8,7,2,6,Ratchanok INTANON,網前球,1,7,7,8,A,,1,21,1706
9,1,2,7,An Se Young,發短球,1,7,8,8,,,1,21,1707
9,2,2,7,Ratchanok INTANON,推撲球,0,3,7,8,,,1,21,1707
9,3,2,7,An Se Young,切球,0,2,5,8,,,1,21,1707
9,4,2,7,Ratchanok INTANON,網前球,1,2,6,8,,,1,21,1707
9,5,2,7,An Se Young,網前球,1,7,7,8,B,,1,21,1707
10,1,2,8,Ratchanok INTANON,發長球,0,4,8,8,,,1,21,1708
10,2,2,8,An Se Young,長球,0,3,9,8,,,1,21,1708
10,3,2,8,Ratchanok INTANON,切球,0,5,8,8,,,1,21,1708
10,4,2,8,An Se Young,網前球,0,7,8,8,,,1,21,1708
10,5,2,8,Ratchanok INTANON,推撲球,0,3,7,8,,,1,21,1708
10,6,2,8,An Se Young,長球,0,4,3,8,,,1,21,1708
10,7,2,8,Ratchanok INTANON,長球,0,3,8,8,,,1,21,1708
10,8,2,8,An Se Young,殺球,0,8,3,8,,,1,21,1708
10,9,2,8,Ratchanok INTANON,接殺防守,0,5,8,8,,,1,21,1708
10,10,2,8,An Se Young,推撲球,0,3,8,8,,,1,21,1708
10,11,2,8,Ratchanok INTANON,長球,0,4,9,8,,,1,21,1708
10,12,2,8,An Se Young,殺球,0,6,8,8,,,1,21,1708
10,13,2,8,Ratchanok INTANON,接殺防守,1,1,8,8,,,1,21,1708
10,14,2,8,An Se Young,推撲球,0,9,7,8,B,,1,21,1708
17,1,7,10,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1715
17,2,7,10,An Se Young,殺球,0,8,9,8,,,1,21,1715
17,3,7,10,Ratchanok INTANON,接殺防守,1,6,8,8,,,1,21,1715
17,4,7,10,An Se Young,挑球,1,6,8,8,,,1,21,1715
17,5,7,10,Ratchanok INTANON,長球,0,3,8,8,,,1,21,1715
17,6,7,10,An Se Young,切球,0,2,8,8,,,1,21,1715
17,7,7,10,Ratchanok INTANON,網前球,1,2,8,8,,,1,21,1715
17,8,7,10,An Se Young,網前球,1,2,7,8,B,,1,21,1715
19,1,8,11,Ratchanok INTANON,發長球,0,4,8,8,,,1,21,1717
19,2,8,11,An Se Young,長球,0,3,4,8,,,1,21,1717
19,3,8,11,Ratchanok INTANON,殺球,0,8,9,8,,,1,21,1717
19,4,8,11,An Se Young,接殺防守,1,7,8,8,,,1,21,1717
19,5,8,11,Ratchanok INTANON,推撲球,1,4,8,8,,,1,21,1717
19,6,8,11,An Se Young,長球,0,9,8,8,,,1,21,1717
19,7,8,11,Ratchanok INTANON,長球,0,4,9,8,,,1,21,1717
19,8,8,11,An Se Young,殺球,0,5,8,8,,,1,21,1717
19,9,8,11,Ratchanok INTANON,網前球,0,7,5,8,,,1,21,1717
19,10,8,11,An Se Young,網前球,0,2,7,8,,,1,21,1717
19,11,8,11,Ratchanok INTANON,推撲球,1,3,7,8,,,1,21,1717
19,12,8,11,An Se Young,切球,0,2,3,8,,,1,21,1717
19,13,8,11,Ratchanok INTANON,網前球,1,2,6,8,,,1,21,1717
19,14,8,11,An Se Young,網前球,1,1,7,8,,,1,21,1717
19,15,8,11,Ratchanok INTANON,挑球,0,8,7,7,,,1,21,1717
19,16,8,11,An Se Young,殺球,0,6,8,8,A,,1,21,1717
22,1,10,12,Ratchanok INTANON,發短球,0,5,8,8,,,1,21,1720
22,2,10,12,An Se Young,網前球,0,2,5,8,,,1,21,1720
22,3,10,12,Ratchanok INTANON,推撲球,1,10,7,8,A,,1,21,1720
23,1,11,12,An Se Young,發短球,1,7,8,8,,,1,21,1721
23,2,11,12,Ratchanok INTANON,網前球,1,6,8,8,,,1,21,1721
23,3,11,12,An Se Young,挑球,1,3,7,8,,,1,21,1721
23,4,11,12,Ratchanok INTANON,殺球,0,6,3,8,,,1,21,1721
23,5,11,12,An Se Young,接殺防守,1,1,8,8,,,1,21,1721
23,6,11,12,Ratchanok INTANON,挑球,0,9,8,8,,,1,21,1721
23,7,11,12,An Se Young,殺球,0,6,9,8,,,1,21,1721
23,8,11,12,Ratchanok INTANON,切球,1,8,8,8,,,1,21,1721
23,9,11,12,An Se Young,網前球,0,7,8,8,,,1,21,1721
23,10,11,12,Ratchanok INTANON,挑球,0,3,7,8,,,1,21,1721
23,11,11,12,An Se Young,切球,0,7,3,8,,,1,21,1721
23,12,11,12,Ratchanok INTANON,網前球,0,2,7,8,,,1,21,1721
23,13,11,12,An Se Young,挑球,1,3,7,8,,,1,21,1721
23,14,11,12,Ratchanok INTANON,切球,0,1,9,8,A,,1,21,1721
25,1,13,12,An Se Young,發短球,1,7,8,8,,,1,21,1723
25,2,13,12,Ratchanok INTANON,推撲球,0,3,8,8,,,1,21,1723
25,3,13,12,An Se Young,平球,0,6,8,8,,,1,21,1723
25,4,13,12,Ratchanok INTANON,接殺防守,1,1,8,8,,,1,21,1723
25,5,13,12,An Se Young,網前球,0,1,8,8,,,1,21,1723
25,6,13,12,Ratchanok INTANON,網前球,0,2,7,8,,,1,21,1723
25,7,13,12,An Se Young,推撲球,1,8,2,7,,,1,21,1723
25,8,13,12,Ratchanok INTANON,長球,0,3,8,7,,,1,21,1723
25,9,13,12,An Se Young,切球,0,2,5,8,,,1,21,1723
25,10,13,12,Ratchanok INTANON,挑球,1,3,8,8,,,1,21,1723
25,11,13,12,An Se Young,切球,0,2,8,8,,,1,21,1723
25,12,13,12,Ratchanok INTANON,網前球,1,10,8,8,A,,1,21,1723
26,1,14,12,An Se Young,發短球,1,7,8,8,,,1,21,1724
26,2,14,12,Ratchanok INTANON,網前球,0,7,7,8,,,1,21,1724
26,3,14,12,An Se Young,推撲球,0,5,7,8,,,1,21,1724
26,4,14,12,Ratchanok INTANON,平球,0,6,9,8,,,1,21,1724
26,5,14,12,An Se Young,接殺防守,1,1,6,8,,,1,21,1724
26,6,14,12,Ratchanok INTANON,推撲球,0,3,8,8,,,1,21,1724
26,7,14,12,An Se Young,平球,0,6,5,8,,,1,21,1724
26,8,14,12,Ratchanok INTANON,長球,1,3,8,8,,,1,21,1724
26,9,14,12,An Se Young,殺球,0,5,8,8,,,1,21,1724
26,10,14,12,Ratchanok INTANON,接殺防守,0,6,8,8,,,1,21,1724
26,11,14,12,An Se Young,殺球,0,5,8,8,,,1,21,1724
26,12,14,12,Ratchanok INTANON,網前球,0,7,8,8,A,,1,21,1724
27,1,15,12,An Se Young,發短球,1,7,8,8,,,1,21,1725
27,2,15,12,Ratchanok INTANON,網前球,1,2,7,8,,,1,21,1725
27,3,15,12,An Se Young,網前球,1,1,7,8,,,1,21,1725
27,4,15,12,Ratchanok INTANON,網前球,0,1,1,8,,,1,21,1725
27,5,15,12,An Se Young,挑球,0,8,1,7,,,1,21,1725
27,6,15,12,Ratchanok INTANON,長球,1,5,8,8,,,1,21,1725
27,7,15,12,An Se Young,殺球,0,6,5,8,,,1,21,1725
27,8,15,12,Ratchanok INTANON,接殺防守,1,10,8,3,A,,1,21,1725
31,1,16,15,Ratchanok INTANON,發長球,0,9,8,8,,,1,21,1729
31,2,16,15,An Se Young,切球,0,2,9,8,,,1,21,1729
31,3,16,15,Ratchanok INTANON,推撲球,1,3,8,8,,,1,21,1729
31,4,16,15,An Se Young,殺球,0,6,9,8,,,1,21,1729
31,5,16,15,Ratchanok INTANON,網前球,1,2,8,8,B,,1,21,1729
33,1,17,16,An Se Young,發短球,1,7,8,8,,,1,21,1731
33,2,17,16,Ratchanok INTANON,網前球,1,2,7,8,,,1,21,1731
33,3,17,16,An Se Young,挑球,1,8,7,8,,,1,21,1731
33,4,17,16,Ratchanok INTANON,殺球,0,5,8,8,,,1,21,1731
33,5,17,16,An Se Young,接殺防守,0,2,8,8,,,1,21,1731
33,6,17,16,Ratchanok INTANON,推撲球,1,4,7,8,,,1,21,1731
33,7,17,16,An Se Young,切球,0,8,8,8,,,1,21,1731
33,8,17,16,Ratchanok INTANON,推撲球,1,3,8,8,,,1,21,1731
33,9,17,16,An Se Young,長球,0,4,5,8,,,1,21,1731
33,10,17,16,Ratchanok INTANON,殺球,0,6,8,8,,,1,21,1731
33,11,17,16,An Se Young,接殺防守,1,8,8,8,,,1,21,1731
33,12,17,16,Ratchanok INTANON,殺球,0,5,8,8,,,1,21,1731
33,13,17,16,An Se Young,接殺防守,0,2,8,8,,,1,21,1731
33,14,17,16,Ratchanok INTANON,推撲球,1,4,7,8,,,1,21,1731
33,15,17,16,An Se Young,切球,1,7,9,8,,,1,21,1731
33,16,17,16,Ratchanok INTANON,推撲球,1,5,7,8,,,1,21,1731
33,17,17,16,An Se Young,接殺防守,0,10,8,2,B,,1,21,1731
34,1,18,16,Ratchanok INTANON,發長球,0,3,8,8,,,1,21,1732
34,2,18,16,An Se Young,長球,0,6,3,8,,,1,21,1732
34,3,18,16,Ratchanok INTANON,長球,0,4,8,8,,,1,21,1732
34,4,18,16,An Se Young,殺球,0,5,8,8,,,1,21,1732
34,5,18,16,Ratchanok INTANON,網前球,0,1,8,8,,,1,21,1732
34,6,18,16,An Se Young,網前球,0,2,7,8,,,1,21,1732
34,7,18,16,Ratchanok INTANON,推撲球,1,9,2,8,,,1,21,1732
34,8,18,16,An Se Young,殺球,0,6,9,8,A,,1,21,1732
35,1,18,17,An Se Young,發短球,1,7,8,8,,,1,21,1733
35,2,18,17,Ratchanok INTANON,網前球,1,2,7,8,,,1,21,1733
35,3,18,17,An Se Young,推撲球,1,3,2,8,,,1,21,1733
35,4,18,17,Ratchanok INTANON,切球,0,1,3,8,,,1,21,1733
35,5,18,17,An Se Young,網前球,0,2,7,8,,,1,21,1733
35,6,18,17,Ratchanok INTANON,挑球,1,10,2,8,B,,1,21,1733
39,1,20,19,An Se Young,發短球,1,7,8,8,,,1,21,1737
39,2,20,19,Ratchanok INTANON,網前球,1,6,8,8,,,1,21,1737
39,3,20,19,An Se Young,推撲球,1,10,7,8,B,,1,21,1737
41,1,21,20,Ratchanok INTANON,發短球,0,7,8,8,,,1,21,1739
41,2,21,20,An Se Young,推撲球,1,6,8,8,,,1,21,1739
41,3,21,20,Ratchanok INTANON,殺球,0,5,8,8,,,1,21,1739
41,4,21,20,An Se Young,接殺防守,0,2,8,8,,,1,21,1739
41,5,21,20,Ratchanok INTANON,網前球,1,1,2,8,,,1,21,1739
41,6,21,20,An Se Young,網前球,0,2,7,7,,,1,21,1739
41,7,21,20,Ratchanok INTANON,挑球,1,9,2,7,,,1,21,1739
41,8,21,20,An Se Young,殺球,0,8,9,8,,,1,21,1739
41,9,21,20,Ratchanok INTANON,接殺防守,1,2,8,8,,,1,21,1739
41,10,21,20,An Se Young,網前球,1,7,8,8,,,1,21,1739
41,11,21,20,Ratchanok INTANON,推撲球,1,8,7,8,,,1,21,1739
41,12,21,20,An Se Young,殺球,0,5,8,8,,,1,21,1739
41,13,21,20,Ratchanok INTANON,接殺防守,0,2,8,8,,,1,21,1739
41,14,21,20,An Se Young,網前球,1,1,2,8,,,1,21,1739
41,15,21,20,Ratchanok INTANON,推撲球,0,3,1,8,,,1,21,1739
41,16,21,20,An Se Young,平球,0,6,5,8,,,1,21,1739
41,17,21,20,Ratchanok INTANON,接殺防守,1,7,6,8,,,1,21,1739
41,18,21,20,An Se Young,網前球,0,7,7,8,,,1,21,1739
41,19,21,20,Ratchanok INTANON,網前球,1,7,7,7,A,,1,21,1739
42,1,22,20,An Se Young,發短球,1,7,8,8,,,1,21,1740
42,2,22,20,Ratchanok INTANON,推撲球,0,3,8,8,,,1,21,1740
42,3,22,20,An Se Young,平球,0,6,8,8,,,1,21,1740
42,4,22,20,Ratchanok INTANON,平球,1,8,8,8,,,1,21,1740
42,5,22,20,An Se Young,殺球,0,8,8,8,,,1,21,1740
42,6,22,20,Ratchanok INTANON,接殺防守,1,2,8,8,,,1,21,1740
42,7,22,20,An Se Young,挑球,1,3,8,8,,,1,21,1740
42,8,22,20,Ratchanok INTANON,殺球,0,6,8,8,,,1,21,1740
42,9,22,20,An Se Young,接殺防守,1,1,8,9,,,1,21,1740
42,10,22,20,Ratchanok INTANON,推撲球,0,6,8,8,,,1,21,1740
42,11,22,20,An Se Young,切球,0,1,8,8,,,1,21,1740
42,12,22,20,Ratchanok INTANON,推撲球,0,9,7,8,,,1,21,1740
42,13,22,20,An Se Young,切球,0,2,8,8,,,1,21,1740
42,14,22,20,Ratchanok INTANON,挑球,1,3,6,8,,,1,21,1740
42,15,22,20,An Se Young,長球,0,3,3,8,,,1,21,1740
42,16,22,20,Ratchanok INTANON,切球,0,2,9,8,,,1,21,1740
42,17,22,20,An Se Young,挑球,1,3,8,8,,,1,21,1740
42,18,22,20,Ratchanok INTANON,長球,0,4,9,8,,,1,21,1740
42,19,22,20,An Se Young,長球,0,3,8,8,,,1,21,1740
42,20,22,20,Ratchanok INTANON,長球,0,4,3,8,,,1,21,1740
42,21,22,20,An Se Young,切球,0,1,8,8,,,1,21,1740
42,22,22,20,Ratchanok INTANON,網前球,0,2,7,8,,,1,21,1740
42,23,22,20,An Se Young,挑球,1,3,2,7,,,1,21,1740
42,24,22,20,Ratchanok INTANON,長球,0,4,3,8,,,1,21,1740
42,25,22,20,An Se Young,長球,0,3,8,8,,,1,21,1740
42,26,22,20,Ratchanok INTANON,長球,0,4,3,8,,,1,21,1740
42,27,22,20,An Se Young,殺球,0,6,8,8,,,1,21,1740
42,28,22,20,Ratchanok INTANON,接殺防守,1,1,8,9,,,1,21,1740
42,29,22,20,An Se Young,挑球,0,4,7,8,,,1,21,1740
42,30,22,20,Ratchanok INTANON,殺球,0,6,4,8,,,1,21,1740
42,31,22,20,An Se Young,接殺防守,1,7,8,8,,,1,21,1740
42,32,22,20,Ratchanok INTANON,網前球,0,7,7,8,,,1,21,1740
42,33,22,20,An Se Young,挑球,1,9,7,7,,,1,21,1740
42,34,22,20,Ratchanok INTANON,殺球,0,6,9,8,,,1,21,1740
42,35,22,20,An Se Young,接殺防守,1,1,6,8,,,1,21,1740
42,36,22,20,Ratchanok INTANON,挑球,0,3,5,8,,,1,21,1740
42,37,22,20,An Se Young,長球,0,6,8,8,,,1,21,1740
42,38,22,20,Ratchanok INTANON,長球,0,3,8,8,,,1,21,1740
42,39,22,20,An Se Young,切球,0,2,3,8,,,1,21,1740
42,40,22,20,Ratchanok INTANON,網前球,1,2,6,8,,,1,21,1740
42,41,22,20,An Se Young,網前球,1,1,7,8,,,1,21,1740
42,42,22,20,Ratchanok INTANON,網前球,0,2,1,7,A,,1,21,1740
1,1,0,1,An Se Young,發短球,1,7,8,8,,,2,21,1741
1,2,0,1,Ratchanok INTANON,網前球,1,2,8,8,,,2,21,1741
1,3,0,1,An Se Young,推撲球,1,3,7,8,,,2,21,1741
